"ID","answered_all","Duration..in.seconds.","RecordedDate","UserLanguage","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_isolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","born_92","experience_war","experience_war_TXT","war_injury","loss_during_war","time_spent_in_war","time_spent_in_war_TXT","Scale_UCLA_TRI_1","Scale_UCLA_TRI_2","Scale_UCLA_TRI_3","Scale_UCLA_TRI_4","PS_PTSD_1","PS_PTSD_2","PS_PTSD_3","PS_PTSD_4","PS_PTSD_5","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","PSS10_avg","SLON3_avg","neu","ext","ope","agr","con","SPS_avg","Scale_UCLA_TRI_avg"
"125191","No","1093","2020-03-26 12:29:40","DA","62","Female","PhD/Doctorate","Up to 9 years of school","Full time employed","Denmark","yes","Frederiksberg","Divorced/widowed","0","NA","Life carries on with minor changes","NA","NA","NA","� If Program C is adopted 400 people will die.","No","2","3","3","4","3","3","4","3","2","2","4","2","3","7","9","7","8","7","8","NA","9","4","6","5","4","4","6","5","5","6","2","4","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","5","3","4","5","6","5","6","4","3","5","6","2","5","99","4","5","4","2","4","99","2","99","4","3","5","4","5","2","2","3","4","5","4","2","2","3","4","forstar ikke ""selvstandig"" ovenfor","6","4","4","6","5","6","6","6","4","5","5","5","5","4","5","4","2","2","5","4","4","5","5","5","2","5","NA","5","6","3","2","3","2","NA","2.5","3","2.333333","3","5.666667","3.666667","5.333333","5.2","NA"
"125192","No","695","2020-03-26 12:22:29","DA","28","Male","College degree, bachelor, master","Up to 12 years of school","Full time employed","Denmark","yes","Kobenhavn","Single","0","NA","Isolated","3","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Not sure","2","2","4","4","3","3","4","3","3","3","2","1","4","8","9","6","7","7","9","9","9","3","4","4","6","6","5","5","6","5","3","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","5","3","6","4","6","6","5","1","5","6","6","1","6","2","2","99","2","5","6","1","4","1","6","4","2","2","5","4","1","2","4","5","3","1","1","6","6","NA","6","6","6","6","6","5","6","6","6","6","4","6","6","5","6","2","1","1","6","4","3","4","5","6","1","5","NA","4","3","5","1","1","1","NA","2.7","2.333333","3.333333","4","5.666667","5.666667","6","5.9","NA"
"125193","No","1503","2020-03-27 12:36:19","DA","31","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Full time employed","Denmark","yes","Guldborgsund","Married/cohabiting","1","NA","Isolated","1","1","� If Program A is adopted, 200 people will be saved.","NA","No","2","4","5","2","2","5","3","2","2","4","2","2","2","1","1","3","9","2","6","1","7","6","5","2","3","3","0","4","6","6","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","2","1","5","2","4","2","5","5","6","2","4","3","4","2","6","1","2","99","1","1","6","6","2","2","6","6","2","1","2","1","1","2","6","1","4","99","2","NA","5","4","3","5","6","4","6","6","2","5","6","2","4","1","2","4","1","1","5","1","6","6","2","1","2","6","NA","6","6","6","5","6","2","NA","3.7","2","5.666667","3.666667","3.666667","3.333333","4","4.6","NA"
"125194","Yes","588","2020-03-26 12:19:59","DA","40","Male","Some College, short continuing education or equivalent","Some College or equivalent","Full time employed","Denmark","yes","Aarhus","Single","1","Not sure","Isolated","0","0","NA","� If Program C is adopted 400 people will die.","No","1","1","2","5","4","1","5","5","1","1","1","1","4","7","10","7","10","6","10","10","7","1","1","1","3","5","6","5","6","6","1","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","1","4","6","5","1","5","2","5","6","3","5","5","1","1","1","1","5","2","1","1","1","6","5","1","1","1","1","1","1","1","99","1","1","4","4","1","NA","6","6","5","5","4","6","6","4","6","6","4","1","2","1","4","6","6","1","5","2","1","6","4","6","1","5","NA","6","2","1","1","3","5","NA","1.2","2","2","2","3.666667","5.333333","3.333333","5.4","NA"
"125195","No","259","2020-03-27 12:14:46","DA","23","Male","Up to 12 years of school","Up to 12 years of school","Part time employed","Denmark","yes","Mitjylland","Single","0","Not sure","Life carries on as usual","2","0","� If Program A is adopted, 200 people will be saved.","NA","No","NA","1","2","NA","NA","1","2","1","NA","1","NA","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.333333","3","NA","NA","NA","NA","NA","NA","NA"
"125196","No","786","2020-03-27 12:23:43","DA","36","Female","Up to 12 years of school","Up to 9 years of school","Full time employed","Denmark","yes","Ikast-brande kommune","Divorced/widowed","2","Not sure","Life carries on with minor changes","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","2","3","3","4","3","1","4","4","3","1","2","2","2","5","8","5","8","5","4","6","6","3","1","3","5","3","5","5","5","6","4","2","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","5","5","5","4","6","2","4","1","3","6","1","2","6","1","1","4","2","NA","5","1","4","99","6","2","5","6","3","1","5","1","1","99","6","5","2","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.2","2","2","4.333333","4","5","4","NA","NA"
"125197","No","966","2020-03-26 12:25:51","DA","25","Female","College degree, bachelor, master","Some College or equivalent","Student","Denmark","yes","Kobenhavn","Single","0","No","Life carries on with minor changes","NA","NA","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","1","1","4","4","3","4","5","4","2","1","1","1","3","4","8","7","9","8","7","7","8","1","5","5","6","6","5","6","4","2","6","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","5","6","6","2","5","2","5","2","1","5","5","1","5","99","5","99","6","2","6","1","99","99","6","4","5","4","5","99","1","2","1","3","3","1","4","4","6","NA","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","2","2","5","4","3","3","5","5","1","5","NA","6","5","5","5","5","2","Jeg studerer personligt i Sverige, og det har varet en stor konflikt for mig (og andre danske studerende), at Danmark har handteret krisen pa �n made, og Sverige en helt anden. Skal man folge sin regerings anbefaling, eller hvad man bliver palagt fra sit universitet i et andet land? Der har varet modsigende information, og jeg har folt mig ekstremt usikker pa at rejse til Sverige, og har faktisk matte blanke en eksamen, fordi jeg ikke turde tage hen til universitetet.","2.1","1.666667","3.333333","5.666667","4","3.666667","5.333333","5","NA"
"125198","No","5686","2020-03-26 13:44:00","DA","64","Female","Up to 12 years of school","Up to 9 years of school","Retired","Denmark","yes","Frederikssund","Married/cohabiting","1","Yes","Life carries on with minor changes","NA","NA","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","3","3","4","3","4","2","2","2","3","3","3","3","3","7","9","7","9","8","9","8","8","5","5","5","5","5","8","5","5","5","3","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","4","5","5","3","5","4","4","2","2","4","5","2","5","99","3","4","3","3","6","2","5","2","99","6","6","6","6","3","3","2","4","5","5","2","3","3","2","NA","6","5","5","5","6","4","6","6","4","6","5","6","6","2","6","5","2","2","4","5","4","5","5","5","3","5","NA","5","2","2","3","2","5","NA","3.1","3","3.666667","4.666667","4.333333","3.666667","5","5.3","NA"
"125199","Yes","820","2020-03-26 12:21:23","DA","47","Female","College degree, bachelor, master","College degree","Full time employed","Denmark","yes","Lyngby tarbak","Married/cohabiting","3","Yes","Life carries on with minor changes","1","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","1","1","2","1","1","1","5","5","1","1","1","1","1","9","10","7","10","8","9","9","7","1","3","2","4","5","8","6","5","6","1","5","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","5","3","5","3","2","2","2","2","5","3","4","3","5","1","2","3","1","99","2","99","1","99","6","2","3","4","99","2","2","2","2","2","2","1","1","3","3","NA","6","6","6","6","6","6","6","6","5","6","4","6","5","4","5","5","1","5","5","5","4","4","5","4","1","5","NA","5","4","5","2","5","2","NA","1.9","1","2","4","2","4.333333","4.333333","5.9","NA"
"125200","Yes","884","2020-03-26 12:21:58","LT","36","Female","College degree, bachelor, master","College degree","Part time employed","Denmark","yes","NA","Married/cohabiting","2","Not sure","1","1","2","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","4","4","5","3","2","4","3","2","5","4","2","3","3","5","8","8","9","8","5","5","6","3","5","3","5","5","4","6","6","6","2","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","3","2","2","5","4","2","2","3","3","2","3","4","5","4","6","5","99","4","2","1","6","6","6","2","5","5","6","5","2","2","2","5","6","6","3","6","4","NA","2","2","2","2","2","2","2","2","2","2","4","2","5","2","3","5","1","1","2","1","5","5","1","3","1","5","NA","5","5","5","3","3","5","NA","4","2.666667","4.666667","2","2.666667","3","3.666667","2","NA"
"125201","No","746","2020-03-26 12:19:38","DA","33","Female","PhD/Doctorate","Some College or equivalent","Full time employed","Denmark","yes","Odense","Married/cohabiting","1","NA","Isolated","1","1","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","Not sure","3","4","2","3","3","4","4","3","3","3","3","3","4","6","8","5","7","8","8","7","8","5","4","4","5","4","4","6","5","6","3","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","5","3","3","5","2","4","4","5","1","2","5","6","2","6","3","5","99","3","99","5","99","4","4","6","4","6","6","5","5","5","4","5","4","5","2","1","6","2","NA","5","4","4","6","5","5","4","6","6","6","5","6","6","1","5","3","1","1","4","5","6","5","5","6","1","5","NA","5","6","2","5","4","1","NA","3","3.333333","4.666667","4.333333","4.333333","4.333333","5.666667","5.1","NA"
"125202","Yes","642","2020-03-26 12:17:15","DA","33","Female","PhD/Doctorate","Some College or equivalent","Full time employed","Denmark","yes","Kobenhavn","Married/cohabiting","0","Not sure","Life carries on with minor changes","1","0","NA","� If Program C is adopted 400 people will die.","No","1","1","1","4","4","1","4","4","1","2","1","1","2","1","8","5","10","5","6","10","3","3","4","4","4","5","2","5","6","6","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","6","2","2","6","6","2","6","6","2","1","4","1","6","4","5","99","5","99","3","1","1","99","6","99","4","4","1","5","2","1","1","6","4","1","1","4","5","NA","6","4","5","6","6","5","6","6","6","4","5","1","2","1","1","5","5","4","4","2","1","5","1","6","1","4","NA","4","5","5","3","3","2","Jeg er pt under behandling for stress og depression (men foler mig ikke deprimeret mere)","1.5","1.333333","1.666667","1.666667","4.666667","1.333333","5.333333","5.4","NA"
"125203","Yes","743","2020-03-26 12:18:23","DA","48","Male","Up to 12 years of school","Up to 12 years of school","Full time employed","Denmark","yes","Lyngby Taarbak","Single","0","Yes","Isolated","1","0","� If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","NA","No","3","3","2","3","2","1","3","3","3","2","4","3","3","5","5","3","10","8","8","8","8","2","6","3","5","5","5","6","5","5","2","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","5","4","5","3","3","1","2","1","4","3","5","1","6","3","2","1","4","5","6","6","5","1","6","4","6","6","99","4","4","2","5","5","4","4","2","6","6","NA","6","5","4","5","5","5","5","5","5","5","6","2","6","1","5","6","1","1","5","3","4","6","6","5","1","5","NA","6","6","3","5","6","4","NA","2.7","3.333333","2.333333","4.333333","2","4.333333","5.666667","5","NA"
"125204","No","1024","2020-03-26 12:23:03","DA","31","Female","None","Up to 9 years of school","Not employed","Denmark","yes","Aalborg","Married/cohabiting","0","NA","Isolated","1","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No","4","5","4","1","1","5","2","1","5","5","5","4","5","4","9","0","5","7","7","8","6","5","6","5","5","4","4","6","6","5","6","2","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","2","3","3","4","2","2","3","2","6","6","5","4","2","5","99","99","99","99","6","99","2","99","5","5","6","6","6","99","5","5","6","6","6","4","4","5","2","NA","5","5","4","5","5","5","5","5","1","5","4","5","5","1","1","5","1","2","4","2","4","3","1","1","1","5","NA","2","1","2","1","2","2","NA","4.7","4.666667","5.666667","3","2.333333","5.666667","3.333333","4.5","NA"
"125205","No","827","2020-03-26 12:19:24","DA","43","Female","Some College, short continuing education or equivalent","Up to 12 years of school","Retired","Denmark","yes","Kobenhavn","Married/cohabiting","2","NA","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","1","2","1","5","4","1","5","5","1","1","3","1","2","8","10","8","10","10","10","9","10","4","4","3","5","6","4","6","6","6","4","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","6","2","4","4","6","5","5","1","4","5","6","6","6","1","1","4","1","1","1","1","1","1","5","1","4","3","4","1","1","1","2","1","1","1","1","3","1","NA","6","5","4","6","6","6","6","6","6","6","6","6","6","1","1","2","2","1","4","2","2","6","1","6","1","6","NA","5","5","6","4","1","5","NA","1.2","2","1.666667","3","5.333333","5","4.333333","5.7","NA"
"125206","No","84381","2020-03-28 11:31:39","DA","34","Female","College degree, bachelor, master","Some College or equivalent","Full time employed","Denmark","yes","Tarnby","Married/cohabiting","2","Yes","Life carries on with minor changes","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125207","No","508","2020-03-27 12:13:22","DA","45","Female","Some College, short continuing education or equivalent","Some College or equivalent","Student","Denmark","yes","Ikast-brande","Married/cohabiting","2","NA","Life carries on with minor changes","1","2","� If Program A is adopted, 200 people will be saved.","NA","No","2","2","3","4","3","4","5","3","2","2","1","1","3","6","7","7","9","5","8","9","5","NA","NA","NA","NA","NA","3","5","6","6","2","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","4","3","5","3","5","6","6","4","5","5","5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.4","1.666667","3.666667","4","5.666667","4.333333","4.333333","NA","NA"
"125208","No","166","2020-03-27 12:06:59","DA","41","Female","Up to 12 years of school","Some College or equivalent","Retired","Denmark","yes","Frederikssund","Married/cohabiting","2","Yes","Isolated","2","0","NA","� If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"125209","Yes","997","2020-03-26 12:20:44","DA","38","Female","PhD/Doctorate","Some College or equivalent","Part time employed","Denmark","yes","Aarhus","Married/cohabiting","2","Not sure","Life carries on with minor changes","1","2","NA","� If Program C is adopted 400 people will die.","No","2","2","2","5","3","3","4","4","2","2","1","1","2","8","9","7","9","10","10","8","10","2","2","2","5","6","5","6","5","5","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","4","2","5","6","3","3","2","3","1","4","5","5","4","6","1","2","1","1","2","1","1","1","3","4","2","2","1","1","1","2","1","2","1","3","1","1","3","1","NA","6","5","5","5","6","5","6","6","4","6","2","5","5","2","4","5","1","1","5","4","4","3","2","2","1","4","NA","5","2","4","2","6","1","Det er meget svart at vare 2 x hjemmearbejdende foraldre samtidig med, at man skal passe to sma born! Men faktisk er jeg mindre stresset nu end til daglig...","2.1","1.333333","4.333333","5","2.666667","5","4.666667","5.4","NA"
"125210","No","731","2020-03-27 12:15:33","DA","28","Female","College degree, bachelor, master","Up to 12 years of school","Not employed","Denmark","yes","Aarhus","Married/cohabiting","0","NA","Life carries on with minor changes","1","0","� If Program A is adopted, 200 people will be saved.","NA","No","3","5","4","3","2","3","3","3","4","3","3","4","2","3","8","8","7","8","9","8","7","3","5","4","5","5","4","4","5","5","2","2","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","3","1","3","5","5","5","5","2","4","6","6","3","4","5","4","99","5","NA","2","99","5","99","5","4","5","6","5","99","99","4","2","4","6","2","4","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.5","3","5","2","5","5","4.666667","NA","NA"
